interview__key,interview__id,ip1,ministere,responsable,sexe,heure_fin,sssys_irnd,has__errors,interview__status,assignment__id,responsable_interne,Code_secteur,q1,q2,q3,q4,q5,q6,q7,q8,q81,q82,q9
00000000297,00000000000000000000000297,IP297,Ministère 7,Responsable 297,Homme,03:19,.20903444,0,2,2108,Resp interne 297,1,tres_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 2,Oui,Défi secteur 5,Défi usagers 7,Oui,Très,faible,Recommandation 16
00000000298,00000000000000000000000298,IP298,Ministère 10,Responsable 298,Homme,13:15,.50484079,0,2,2026,Resp interne 298,5,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 8,Oui,Défi secteur 7,Défi usagers 10,Oui,Faible,Très,Recommandation 20
00000000299,00000000000000000000000299,IP299,Ministère 1,Responsable 299,Homme,02:59,.77558845,0,1,2162,Resp interne 299,7,satisfait,Non,,,Oui,Défi secteur 2,Défi usagers 6,Oui,Élevée,Élevée,Recommandation 2
00000000300,00000000000000000000000300,IP300,Ministère 6,Responsable 300,Homme,08:10,.19362813,0,3,2085,Resp interne 300,2,insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 1,Non,,,Non,,,Recommandation 1
00000000301,00000000000000000000000301,IP301,Ministère 7,Responsable 301,Homme,17:21,.28170222,0,1,2056,Resp interne 301,6,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 7,Défi usagers 8,Oui,Très,Élevée,Recommandation 1
00000000302,00000000000000000000000302,IP302,Ministère 12,Responsable 302,Femme,19:33,.59835637,0,1,2076,Resp interne 302,4,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 5,Non,,,Non,,,Recommandation 9
00000000303,00000000000000000000000303,IP303,Ministère 15,Responsable 303,Femme,22:52,.68996865,0,2,2014,Resp interne 303,1,tres_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 7,Non,,,Oui,faible,faible,Recommandation 11
00000000304,00000000000000000000000304,IP304,Ministère 2,Responsable 304,Homme,05:42,.18180332,0,1,2074,Resp interne 304,8,insatisfait,Non,,,Oui,Défi secteur 6,Défi usagers 10,Non,,,Recommandation 5
00000000305,00000000000000000000000305,IP305,Ministère 17,Responsable 305,Homme,23:56,.055215731,0,3,2139,Resp interne 305,7,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 7,Non,,,Oui,Moyenne,Très,Recommandation 8
00000000306,00000000000000000000000306,IP306,Ministère 16,Responsable 306,Homme,17:40,.54477024,0,1,2193,Resp interne 306,7,tres_insatisfait,Non,,,Oui,Défi secteur 1,Défi usagers 6,Oui,faible,faible,Recommandation 17
00000000307,00000000000000000000000307,IP307,Ministère 7,Responsable 307,Femme,11:33,.16780782,0,2,2048,Resp interne 307,8,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 9,Oui,Défi secteur 5,Défi usagers 3,Non,,,Recommandation 4
00000000308,00000000000000000000000308,IP308,Ministère 1,Responsable 308,Homme,20:15,.91035891,0,2,2178,Resp interne 308,3,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 10,Défi usagers 9,Oui,Élevée,Faible,Recommandation 4
00000000309,00000000000000000000000309,IP309,Ministère 14,Responsable 309,Femme,00:06,.2148613,0,2,2167,Resp interne 309,5,tres_satisfait,Non,,,Oui,Défi secteur 8,Défi usagers 3,Non,,,Recommandation 11
00000000310,00000000000000000000000310,IP310,Ministère 10,Responsable 310,Femme,14:42,.34126586,0,1,2136,Resp interne 310,9,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 7,Oui,Défi secteur 4,Défi usagers 7,Non,,,Recommandation 17
00000000311,00000000000000000000000311,IP311,Ministère 16,Responsable 311,Femme,14:05,.075508967,0,2,2028,Resp interne 311,6,insatisfait,Non,,,Oui,Défi secteur 10,Défi usagers 3,Oui,faible,Moyenne,Recommandation 11
00000000312,00000000000000000000000312,IP312,Ministère 20,Responsable 312,Femme,04:10,.30613169,0,1,2078,Resp interne 312,4,satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 10,Oui,faible,Moyenne,Recommandation 1
00000000313,00000000000000000000000313,IP313,Ministère 13,Responsable 313,Homme,23:36,.40509921,0,2,2151,Resp interne 313,1,ni_insatisfait_ni_satisfait,Non,,,Non,,,Non,,,Recommandation 13
00000000314,00000000000000000000000314,IP314,Ministère 10,Responsable 314,Femme,13:51,.097081102,0,2,2039,Resp interne 314,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 3,Oui,Défi secteur 10,Défi usagers 2,Oui,Élevée,Élevée,Recommandation 16
00000000315,00000000000000000000000315,IP315,Ministère 16,Responsable 315,Homme,22:19,.1836254,0,3,2147,Resp interne 315,8,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 4,Oui,Défi secteur 9,Défi usagers 4,Non,,,Recommandation 7
00000000316,00000000000000000000000316,IP316,Ministère 20,Responsable 316,Homme,23:57,.051028833,0,1,2026,Resp interne 316,1,tres_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 9,Non,,,Oui,Faible,Élevée,Recommandation 20
00000000317,00000000000000000000000317,IP317,Ministère 16,Responsable 317,Femme,07:09,.75072497,0,2,2145,Resp interne 317,6,satisfait,Non,,,Oui,Défi secteur 9,Défi usagers 5,Oui,Moyenne,Faible,Recommandation 7
00000000318,00000000000000000000000318,IP318,Ministère 12,Responsable 318,Homme,05:48,.35871485,0,2,2089,Resp interne 318,3,tres_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 8,Oui,Défi secteur 3,Défi usagers 8,Oui,Élevée,Faible,Recommandation 14
00000000319,00000000000000000000000319,IP319,Ministère 8,Responsable 319,Femme,03:31,.9556005,0,3,2010,Resp interne 319,7,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 2,Oui,Défi secteur 6,Défi usagers 1,Oui,Faible,Très,Recommandation 11
00000000320,00000000000000000000000320,IP320,Ministère 7,Responsable 320,Homme,13:48,.050089855,0,2,2139,Resp interne 320,6,insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 10,Oui,Défi secteur 8,Défi usagers 4,Oui,Faible,Élevée,Recommandation 15
00000000321,00000000000000000000000321,IP321,Ministère 7,Responsable 321,Femme,20:30,.22020906,0,2,2183,Resp interne 321,6,tres_insatisfait,Non,,,Non,,,Non,,,Recommandation 5
00000000322,00000000000000000000000322,IP322,Ministère 1,Responsable 322,Homme,18:31,.82590604,0,3,2165,Resp interne 322,4,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Non,,,Non,,,Recommandation 4
00000000323,00000000000000000000000323,IP323,Ministère 3,Responsable 323,Homme,01:17,.12171886,0,2,2132,Resp interne 323,2,satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 5,Non,,,Non,,,Recommandation 10
00000000324,00000000000000000000000324,IP324,Ministère 10,Responsable 324,Homme,23:51,.60451365,0,2,2153,Resp interne 324,1,tres_insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 1,Oui,Défi secteur 8,Défi usagers 3,Oui,Élevée,Élevée,Recommandation 2
00000000325,00000000000000000000000325,IP325,Ministère 16,Responsable 325,Femme,17:02,.59169847,0,3,2057,Resp interne 325,3,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 3,Oui,Défi secteur 8,Défi usagers 4,Oui,Très,Moyenne,Recommandation 1
00000000326,00000000000000000000000326,IP326,Ministère 7,Responsable 326,Femme,03:13,.25187889,0,2,2049,Resp interne 326,2,tres_satisfait,Non,,,Non,,,Oui,Élevée,Moyenne,Recommandation 7
00000000327,00000000000000000000000327,IP327,Ministère 7,Responsable 327,Homme,11:57,.2194609,0,2,2026,Resp interne 327,3,tres_insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 2,Oui,Défi secteur 3,Défi usagers 5,Non,,,Recommandation 13
00000000328,00000000000000000000000328,IP328,Ministère 9,Responsable 328,Homme,00:28,.40403205,0,1,2189,Resp interne 328,5,satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 9,Non,,,Recommandation 19
00000000329,00000000000000000000000329,IP329,Ministère 11,Responsable 329,Femme,04:54,.61556482,0,3,2152,Resp interne 329,9,tres_insatisfait,Non,,,Non,,,Non,,,Recommandation 17
00000000330,00000000000000000000000330,IP330,Ministère 13,Responsable 330,Femme,08:39,.69518316,0,3,2165,Resp interne 330,9,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 7,Oui,Défi secteur 5,Défi usagers 1,Oui,Très,Élevée,Recommandation 15
00000000331,00000000000000000000000331,IP331,Ministère 9,Responsable 331,Homme,21:21,.99053186,0,2,2141,Resp interne 331,4,tres_insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 6,Non,,,Non,,,Recommandation 19
00000000332,00000000000000000000000332,IP332,Ministère 7,Responsable 332,Femme,05:24,.076854721,0,2,2061,Resp interne 332,9,insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 8,Non,,,Non,,,Recommandation 10
00000000333,00000000000000000000000333,IP333,Ministère 20,Responsable 333,Homme,14:06,.44648188,0,3,2135,Resp interne 333,6,tres_insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 4,Non,,,Non,,,Recommandation 20
00000000334,00000000000000000000000334,IP334,Ministère 19,Responsable 334,Homme,09:06,.58612549,0,1,2079,Resp interne 334,4,insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 5,Oui,Défi secteur 6,Défi usagers 10,Oui,Faible,Moyenne,Recommandation 9
00000000335,00000000000000000000000335,IP335,Ministère 16,Responsable 335,Femme,05:48,.041423526,0,3,2081,Resp interne 335,1,satisfait,Non,,,Oui,Défi secteur 6,Défi usagers 4,Oui,faible,Très,Recommandation 1
00000000336,00000000000000000000000336,IP336,Ministère 18,Responsable 336,Homme,13:59,.041231282,0,3,2093,Resp interne 336,5,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 10,Oui,Défi secteur 3,Défi usagers 3,Oui,Moyenne,Très,Recommandation 17
00000000337,00000000000000000000000337,IP337,Ministère 9,Responsable 337,Homme,06:07,.6468187,0,1,2116,Resp interne 337,5,tres_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 5,Non,,,Oui,Faible,Moyenne,Recommandation 1
00000000338,00000000000000000000000338,IP338,Ministère 6,Responsable 338,Homme,22:31,.45165879,0,2,2103,Resp interne 338,2,tres_insatisfait,Non,,,Oui,Défi secteur 9,Défi usagers 4,Oui,faible,Faible,Recommandation 3
00000000339,00000000000000000000000339,IP339,Ministère 20,Responsable 339,Homme,22:17,.96459043,0,3,2005,Resp interne 339,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 9,Non,,,Oui,Moyenne,Élevée,Recommandation 15
00000000340,00000000000000000000000340,IP340,Ministère 12,Responsable 340,Femme,01:22,.97038233,0,1,2098,Resp interne 340,7,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 10,Oui,Défi secteur 3,Défi usagers 2,Oui,Moyenne,Faible,Recommandation 7
00000000341,00000000000000000000000341,IP341,Ministère 16,Responsable 341,Homme,20:20,.055577584,0,3,2013,Resp interne 341,8,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 1,Défi usagers 7,Oui,Élevée,Élevée,Recommandation 19
00000000342,00000000000000000000000342,IP342,Ministère 3,Responsable 342,Homme,11:19,.27325332,0,2,2083,Resp interne 342,7,tres_satisfait,Non,,,Oui,Défi secteur 7,Défi usagers 1,Oui,Faible,Très,Recommandation 1
00000000343,00000000000000000000000343,IP343,Ministère 14,Responsable 343,Homme,17:47,.99052656,0,3,2018,Resp interne 343,8,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 4,Défi usagers 2,Oui,Faible,Moyenne,Recommandation 20
00000000344,00000000000000000000000344,IP344,Ministère 1,Responsable 344,Homme,13:27,.29512021,0,3,2169,Resp interne 344,8,satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Oui,Défi secteur 6,Défi usagers 7,Non,,,Recommandation 6
00000000345,00000000000000000000000345,IP345,Ministère 17,Responsable 345,Femme,03:05,.41496956,0,1,2195,Resp interne 345,4,tres_insatisfait,Non,,,Oui,Défi secteur 1,Défi usagers 10,Non,,,Recommandation 15
00000000346,00000000000000000000000346,IP346,Ministère 5,Responsable 346,Femme,20:20,.20994397,0,1,2138,Resp interne 346,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 3,Oui,Défi secteur 4,Défi usagers 1,Oui,Élevée,faible,Recommandation 3
00000000347,00000000000000000000000347,IP347,Ministère 1,Responsable 347,Homme,01:18,.849235,0,3,2012,Resp interne 347,7,tres_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 1,Oui,Défi secteur 3,Défi usagers 9,Oui,Faible,Très,Recommandation 9
00000000348,00000000000000000000000348,IP348,Ministère 1,Responsable 348,Homme,06:07,.99130946,0,1,2027,Resp interne 348,6,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 3,Non,,,Oui,Élevée,Faible,Recommandation 17
00000000349,00000000000000000000000349,IP349,Ministère 10,Responsable 349,Femme,11:41,.90431291,0,2,2036,Resp interne 349,2,tres_insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 5,Oui,Défi secteur 8,Défi usagers 8,Oui,faible,Moyenne,Recommandation 6
00000000350,00000000000000000000000350,IP350,Ministère 20,Responsable 350,Femme,02:58,.858913,0,1,2144,Resp interne 350,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 1,Non,,,Oui,faible,Moyenne,Recommandation 13
00000000351,00000000000000000000000351,IP351,Ministère 20,Responsable 351,Homme,09:42,.31520537,0,1,2178,Resp interne 351,8,tres_insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 10,Oui,Défi secteur 8,Défi usagers 5,Non,,,Recommandation 5
00000000352,00000000000000000000000352,IP352,Ministère 7,Responsable 352,Femme,22:27,.33923215,0,3,2090,Resp interne 352,6,tres_insatisfait,Non,,,Oui,Défi secteur 7,Défi usagers 8,Oui,Élevée,Élevée,Recommandation 16
00000000353,00000000000000000000000353,IP353,Ministère 14,Responsable 353,Femme,19:13,.063887149,0,1,2024,Resp interne 353,1,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 3,Oui,Défi secteur 1,Défi usagers 10,Oui,Faible,Élevée,Recommandation 1
00000000354,00000000000000000000000354,IP354,Ministère 2,Responsable 354,Femme,15:24,.43909767,0,1,2040,Resp interne 354,3,insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 2,Oui,Défi secteur 6,Défi usagers 1,Non,,,Recommandation 12
00000000355,00000000000000000000000355,IP355,Ministère 13,Responsable 355,Femme,09:50,.021977346,0,2,2035,Resp interne 355,9,insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 1,Oui,Défi secteur 2,Défi usagers 9,Non,,,Recommandation 5
00000000356,00000000000000000000000356,IP356,Ministère 3,Responsable 356,Femme,09:57,.038320906,0,3,2103,Resp interne 356,1,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 7,Oui,Défi secteur 2,Défi usagers 1,Oui,faible,Très,Recommandation 19
00000000357,00000000000000000000000357,IP357,Ministère 7,Responsable 357,Femme,10:49,.28889632,0,2,2029,Resp interne 357,6,tres_insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 7,Oui,Défi secteur 5,Défi usagers 3,Non,,,Recommandation 15
00000000358,00000000000000000000000358,IP358,Ministère 1,Responsable 358,Femme,15:46,.93996829,0,1,2115,Resp interne 358,2,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 5,Oui,Défi secteur 8,Défi usagers 2,Non,,,Recommandation 14
00000000359,00000000000000000000000359,IP359,Ministère 17,Responsable 359,Homme,20:04,.73755383,0,1,2003,Resp interne 359,1,insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 1,Oui,Défi secteur 8,Défi usagers 5,Oui,Très,Faible,Recommandation 1
00000000360,00000000000000000000000360,IP360,Ministère 20,Responsable 360,Homme,00:59,.54896486,0,1,2050,Resp interne 360,2,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 9,Oui,Défi secteur 7,Défi usagers 6,Non,,,Recommandation 13
00000000361,00000000000000000000000361,IP361,Ministère 4,Responsable 361,Femme,08:44,.04713814,0,3,2058,Resp interne 361,9,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 2,Oui,Défi secteur 6,Défi usagers 1,Non,,,Recommandation 11
00000000362,00000000000000000000000362,IP362,Ministère 14,Responsable 362,Femme,06:15,.46794048,0,3,2146,Resp interne 362,9,tres_satisfait,Non,,,Oui,Défi secteur 7,Défi usagers 2,Oui,Moyenne,faible,Recommandation 13
00000000363,00000000000000000000000363,IP363,Ministère 15,Responsable 363,Homme,10:51,.41386491,0,3,2078,Resp interne 363,9,insatisfait,Non,,,Oui,Défi secteur 6,Défi usagers 1,Oui,Élevée,Très,Recommandation 9
00000000364,00000000000000000000000364,IP364,Ministère 19,Responsable 364,Homme,21:57,.9770242,0,2,2088,Resp interne 364,6,tres_satisfait,Non,,,Non,,,Oui,Très,Très,Recommandation 1
00000000365,00000000000000000000000365,IP365,Ministère 20,Responsable 365,Homme,17:42,.036664471,0,2,2050,Resp interne 365,1,satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 6,Oui,Défi secteur 2,Défi usagers 1,Oui,Faible,faible,Recommandation 15
00000000366,00000000000000000000000366,IP366,Ministère 10,Responsable 366,Femme,20:14,.8111375,0,3,2131,Resp interne 366,9,insatisfait,Non,,,Oui,Défi secteur 9,Défi usagers 1,Oui,Élevée,Très,Recommandation 15
00000000367,00000000000000000000000367,IP367,Ministère 20,Responsable 367,Homme,13:29,.74714512,0,3,2064,Resp interne 367,3,satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 10,Oui,Défi secteur 8,Défi usagers 10,Non,,,Recommandation 12
00000000368,00000000000000000000000368,IP368,Ministère 16,Responsable 368,Homme,02:50,.035476524,0,3,2040,Resp interne 368,9,tres_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 8,Oui,Défi secteur 6,Défi usagers 8,Oui,Élevée,Moyenne,Recommandation 20
00000000369,00000000000000000000000369,IP369,Ministère 6,Responsable 369,Homme,12:01,.45529875,0,3,2171,Resp interne 369,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 5,Oui,Défi secteur 10,Défi usagers 6,Non,,,Recommandation 7
00000000370,00000000000000000000000370,IP370,Ministère 4,Responsable 370,Homme,08:16,.19045107,0,1,2114,Resp interne 370,7,satisfait,Non,,,Non,,,Oui,Élevée,faible,Recommandation 2
00000000371,00000000000000000000000371,IP371,Ministère 1,Responsable 371,Homme,21:26,.43172315,0,2,2116,Resp interne 371,2,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 8,Défi usagers 7,Oui,Moyenne,Élevée,Recommandation 20
00000000372,00000000000000000000000372,IP372,Ministère 1,Responsable 372,Homme,20:33,.18957795,0,3,2171,Resp interne 372,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 5,Non,,,Non,,,Recommandation 1
00000000373,00000000000000000000000373,IP373,Ministère 4,Responsable 373,Homme,19:15,.13665438,0,1,2052,Resp interne 373,3,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 9,Oui,Défi secteur 8,Défi usagers 3,Oui,Très,Moyenne,Recommandation 7
00000000374,00000000000000000000000374,IP374,Ministère 3,Responsable 374,Homme,11:59,.32996529,0,1,2141,Resp interne 374,6,satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 3,Non,,,Non,,,Recommandation 13
00000000375,00000000000000000000000375,IP375,Ministère 9,Responsable 375,Homme,15:22,.92900634,0,3,2023,Resp interne 375,4,insatisfait,Non,,,Oui,Défi secteur 1,Défi usagers 10,Non,,,Recommandation 18
00000000376,00000000000000000000000376,IP376,Ministère 7,Responsable 376,Femme,04:59,.6280877,0,3,2116,Resp interne 376,5,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 1,Oui,Défi secteur 7,Défi usagers 8,Oui,Très,Moyenne,Recommandation 1
00000000377,00000000000000000000000377,IP377,Ministère 18,Responsable 377,Homme,17:38,.776034,0,1,2090,Resp interne 377,8,ni_insatisfait_ni_satisfait,Non,,,Non,,,Oui,Très,Moyenne,Recommandation 11
00000000378,00000000000000000000000378,IP378,Ministère 16,Responsable 378,Homme,07:19,.28726092,0,3,2070,Resp interne 378,4,satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 6,Oui,Défi secteur 10,Défi usagers 7,Non,,,Recommandation 14
00000000379,00000000000000000000000379,IP379,Ministère 15,Responsable 379,Homme,04:39,.56344521,0,1,2044,Resp interne 379,1,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 9,Oui,Défi secteur 3,Défi usagers 8,Non,,,Recommandation 12
00000000380,00000000000000000000000380,IP380,Ministère 6,Responsable 380,Femme,21:52,.30516294,0,1,2016,Resp interne 380,3,insatisfait,Non,,,Oui,Défi secteur 7,Défi usagers 1,Oui,Faible,Élevée,Recommandation 10
00000000381,00000000000000000000000381,IP381,Ministère 8,Responsable 381,Homme,13:07,.17331195,0,3,2029,Resp interne 381,8,tres_insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 10,Oui,Défi secteur 2,Défi usagers 3,Oui,faible,Élevée,Recommandation 18
00000000382,00000000000000000000000382,IP382,Ministère 15,Responsable 382,Homme,18:59,.78456908,0,1,2140,Resp interne 382,4,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 3,Oui,Défi secteur 6,Défi usagers 4,Oui,Élevée,Très,Recommandation 18
00000000383,00000000000000000000000383,IP383,Ministère 6,Responsable 383,Homme,04:50,.6393764,0,2,2020,Resp interne 383,6,insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 3,Oui,Défi secteur 4,Défi usagers 1,Non,,,Recommandation 16
00000000384,00000000000000000000000384,IP384,Ministère 13,Responsable 384,Femme,04:42,.9168821,0,3,2166,Resp interne 384,2,insatisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 7,Oui,Défi secteur 10,Défi usagers 4,Oui,Élevée,Élevée,Recommandation 7
00000000385,00000000000000000000000385,IP385,Ministère 3,Responsable 385,Femme,14:55,.40497622,0,3,2096,Resp interne 385,1,tres_satisfait,Non,,,Oui,Défi secteur 4,Défi usagers 7,Oui,Très,Très,Recommandation 18
00000000386,00000000000000000000000386,IP386,Ministère 10,Responsable 386,Homme,10:16,.83121949,0,2,2119,Resp interne 386,6,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 2,Oui,Défi secteur 6,Défi usagers 6,Oui,Faible,Très,Recommandation 16
00000000387,00000000000000000000000387,IP387,Ministère 7,Responsable 387,Homme,11:23,.54697824,0,3,2087,Resp interne 387,3,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 2,Oui,Défi secteur 9,Défi usagers 10,Non,,,Recommandation 20
00000000388,00000000000000000000000388,IP388,Ministère 6,Responsable 388,Femme,03:25,.26538381,0,3,2032,Resp interne 388,7,satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 1,Non,,,Non,,,Recommandation 17
00000000389,00000000000000000000000389,IP389,Ministère 2,Responsable 389,Femme,05:28,.35548982,0,1,2186,Resp interne 389,2,satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 9,Non,,,Oui,faible,Faible,Recommandation 11
00000000390,00000000000000000000000390,IP390,Ministère 11,Responsable 390,Femme,03:48,.49688789,0,1,2003,Resp interne 390,9,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 8,Oui,Défi secteur 3,Défi usagers 10,Oui,Très,faible,Recommandation 6
00000000391,00000000000000000000000391,IP391,Ministère 13,Responsable 391,Homme,17:37,.57378817,0,3,2041,Resp interne 391,6,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 10,Défi usagers 1,Oui,Très,faible,Recommandation 18
00000000392,00000000000000000000000392,IP392,Ministère 5,Responsable 392,Femme,17:35,.63351464,0,2,2115,Resp interne 392,5,ni_insatisfait_ni_satisfait,Non,,,Non,,,Oui,Faible,Élevée,Recommandation 16
00000000393,00000000000000000000000393,IP393,Ministère 10,Responsable 393,Homme,20:23,.15242159,0,1,2019,Resp interne 393,9,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 1,Oui,Défi secteur 1,Défi usagers 6,Oui,Moyenne,Moyenne,Recommandation 9
00000000394,00000000000000000000000394,IP394,Ministère 17,Responsable 394,Femme,22:43,.22339563,0,3,2109,Resp interne 394,6,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 10,Défi usagers 10,Oui,Très,faible,Recommandation 17
00000000395,00000000000000000000000395,IP395,Ministère 20,Responsable 395,Femme,18:48,.27067232,0,3,2061,Resp interne 395,4,tres_insatisfait,Non,,,Oui,Défi secteur 5,Défi usagers 4,Non,,,Recommandation 5
00000000396,00000000000000000000000396,IP396,Ministère 3,Responsable 396,Femme,06:36,.39719349,0,1,2143,Resp interne 396,5,tres_insatisfait,Non,,,Oui,Défi secteur 8,Défi usagers 1,Oui,Très,Très,Recommandation 4
00000000397,00000000000000000000000397,IP397,Ministère 18,Responsable 397,Homme,13:16,.73609012,0,2,2138,Resp interne 397,2,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 7,Oui,Défi secteur 3,Défi usagers 8,Oui,Moyenne,Faible,Recommandation 4
00000000398,00000000000000000000000398,IP398,Ministère 19,Responsable 398,Femme,22:53,.72075534,0,3,2123,Resp interne 398,1,tres_satisfait,Non,,,Non,,,Oui,Faible,Moyenne,Recommandation 14
00000000399,00000000000000000000000399,IP399,Ministère 16,Responsable 399,Homme,12:15,.25476411,0,3,2100,Resp interne 399,5,satisfait,Non,,,Oui,Défi secteur 7,Défi usagers 1,Non,,,Recommandation 3
00000000400,00000000000000000000000400,IP400,Ministère 12,Responsable 400,Femme,03:40,.9175666,0,2,2037,Resp interne 400,8,tres_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 6,Non,,,Non,,,Recommandation 12
00000000401,00000000000000000000000401,IP401,Ministère 1,Responsable 401,Femme,21:27,.56459504,0,3,2022,Resp interne 401,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 3,Oui,Défi secteur 8,Défi usagers 7,Non,,,Recommandation 18
00000000402,00000000000000000000000402,IP402,Ministère 19,Responsable 402,Femme,04:28,.16786537,0,3,2196,Resp interne 402,4,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 2,Oui,Défi secteur 10,Défi usagers 1,Non,,,Recommandation 9
00000000403,00000000000000000000000403,IP403,Ministère 1,Responsable 403,Homme,11:54,.32194421,0,3,2170,Resp interne 403,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 3,Oui,Défi secteur 7,Défi usagers 1,Oui,Élevée,faible,Recommandation 16
00000000404,00000000000000000000000404,IP404,Ministère 17,Responsable 404,Homme,02:27,.74931961,0,2,2038,Resp interne 404,3,tres_insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 8,Oui,Défi secteur 2,Défi usagers 5,Non,,,Recommandation 10
